year,president,party,sentence
1953,Eisenhower,Republican,These achievements are the more remarkable when we realize that each of them has marked a victory--for France and for Germany alike over the divisions that in the past have brought such tragedy to these two great nations and to the world.
1953,Eisenhower,Republican,The needed unity of Western Europe manifestly cannot be manufactured from without; it can only be created from within.
1953,Eisenhower,Republican,But it is right and necessary that we encourage Europe's leaders by informing them of the high value we place upon the earnestness of their efforts toward this goal.
1953,Eisenhower,Republican,"Real progress will be conclusive evidence to the American people that our material sacrifices in the cause of collective security are matched by essential political, economic, and military accomplishments in Western Europe. (6) Our foreign policy will recognize the importance of profitable and equitable world trade."
1953,Eisenhower,Republican,A substantial beginning can and should be made by our friends themselves.
1953,Eisenhower,Republican,"Europe, for example, is now marked by checkered areas of labor surplus and labor shortage, of agricultural areas needing machines and industrial areas needing food."
1953,Eisenhower,Republican,"Here and elsewhere we can hope that our friends will take the initiative in creating broader markets and more dependable currencies, to allow greater exchange of goods and services among themselves."
1953,Eisenhower,Republican,Action along these lines can create an economic environment that will invite vital help from us.
1953,Eisenhower,Republican,This help includes: First: Revising our customs regulations to remove procedural obstacles to profitable trade.
1953,Eisenhower,Republican,I further recommend that the Congress take the Reciprocal Trade Agreements Act under immediate study and extend it by appropriate legislation.
1953,Eisenhower,Republican,"This objective must not ignore legitimate safeguarding of domestic industries, agriculture, and labor standards."
1953,Eisenhower,Republican,In all executive study and recommendations on this problem labor and management and farmers alike will be earnestly consulted.
1953,Eisenhower,Republican,Second: Doing whatever Government properly can to encourage the flow of private American investment abroad.
1953,Eisenhower,Republican,"This involves, as a serious and explicit purpose of our foreign policy, the encouragement of a hospitable climate for such investment in foreign nations."
1953,Eisenhower,Republican,Third: Availing ourselves of facilities overseas for the economical production of manufactured articles which are needed for mutual defense and which are not seriously competitive with our own normal peacetime production.
1953,Eisenhower,Republican,"Fourth: Receiving from the rest of the world, in equitable exchange for what we supply, greater amounts of important raw materials which we do not ourselves possess in adequate quantities."
1953,Eisenhower,Republican,III.
1953,Eisenhower,Republican,"This war is, for Americans, the most painful phase of Communist aggression throughout the world."
1953,Eisenhower,Republican,"It is clearly a part of the same calculated assault that the aggressor is simultaneously pressing in Indochina and in Malaya, and of the strategic situation that manifestly embraces the island of Formosa and the Chinese Nationalist forces there."
1953,Eisenhower,Republican,The working out of any military solution to the Korean war will inevitably affect all these areas.
1953,Eisenhower,Republican,The administration is giving immediate increased attention to the development of additional Republic of Korea forces.
1953,Eisenhower,Republican,The citizens of that country have proved their capacity as fighting men and their eagerness to take a greater share in the defense of their homeland.
1953,Eisenhower,Republican,"Organization, equipment, and training will allow them to do so."
1953,Eisenhower,Republican,Increased assistance to Korea for this purpose conforms fully to our global policies.
1953,Eisenhower,Republican,"In June 1950, following the aggressive attack on the Republic of Korea, the United States Seventh Fleet was instructed both to prevent attack upon Formosa and also to insure that Formosa should not be used as a base of operations against the Chinese Communist mainland."
